Months,Locally Manufactured & Imported,Market Share By Brand,Total Heavy (GCV >15t),    Scania,    Volvo,    Mercedes-Benz,    MAN,    Ford,    Iveco,    International,    DAF,    Agrale,    Other,Units By Brand,Total Heavy (GCV >15t),    Scania,    Volvo,    Mercedes-Benz,    MAN,    Ford,    Iveco,    International,    DAF,    Agrale,    Other,Heavy (GCV >45t),    Scania,    Volvo,    Mercedes-Benz,    MAN,    Iveco,    Ford,    International,    DAF,    Other,Semi-Heavy (GCV >15t - <45t),    MAN,    Mercedes-Benz,    Ford,    Volvo,    Iveco,    Scania,    Daimler,        Freightliner,        Western Star,        Mercedes-Benz,    PACCAR,        Kenworth,        Peterbilt,    Navistar,        International,    Volvo,        Volvo Truck,        Mack,    Dina Camiones,    MAN,        MAN,    Scania,    Other,    Daimler,        Freightliner,        Western Star,    PACCAR,        Kenworth,        Peterbilt,    Volvo,        Volvo Truck,        Mack,    Navistar,        International,    Other,    Daimler,        Freightliner,        Western Star,    PACCAR,        Kenworth,        Peterbilt,    Volvo,        Volvo Truck,        Mack,    Navistar,        International,    PACCAR,        Kenworth,    Navistar,        International,    Daimler,        Freightliner,        Mercedes-Benz,    Volvo,        Volvo Truck,        Mack,    Dina Camiones,    MAN,        MAN,    Scania,    Daimler,        Freightliner,        Mercedes-Benz,    Navistar,    PACCAR,        Kenworth,        Peterbilt,    Ford,    Hino,    Dina Camiones,    MAN,        Volkswagen Truck & Bus,    Daimler,        Freightliner,    Navistar,        International,    PACCAR,        Kenworth,        Peterbilt,    Ford,    Hino,    Navistar,        International,    PACCAR,        Kenworth,        Peterbilt,    Daimler,        Freightliner,    Hino,    Ford,    Daimler,        Freightliner,        Mercedes-Benz,    Navistar,        International,    Isuzu,    Hino,    Dina Camiones,    PACCAR,        Kenworth,    MAN,        Volkswagen Truck & Bus,Total North America (Class 8),    Daimler - Freightliner,    Daimler - Western Star,    Daimler - Mercedes-Benz,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Navistar - International,    Volvo - Volvo Truck,    Volvo - Mack,    Dina Camiones,    MAN - MAN,    Scania,    Other,United States (Class 8),    Daimler - Freightliner,    Daimler - Western Star,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Volvo - Volvo Truck,    Volvo - Mack,    Navistar - International,    Other,Canada (Class 8),    Daimler - Freightliner,    Daimler - Western Star,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Volvo - Volvo Truck,    Volvo - Mack,    Navistar - International,Mexico (Class 8),    PACCAR - Kenworth,    Navistar - International,    Daimler - Freightliner,    Daimler - Mercedes-Benz,    Volvo - Volvo Truck,    Volvo - Mack,    Dina Camiones,    MAN - MAN,    Scania,Total North America (Class 6-7),    Daimler - Freightliner,    Daimler - Mercedes-Benz,    Navistar,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Ford,    Hino,        US,        Canada,        Mexico,    Dina Camiones,    MAN - Volkswagen Truck & Bus,    Other,United States (Class 6-7),    Daimler - Freightliner,    Navistar - International,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Ford,    Hino,Canada (Class 6-7),    Navistar - International,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Daimler - Freightliner,    Hino,    Ford,Mexico (Class 6-7),    Daimler - Freightliner,    Daimler - Mercedes-Benz,    Navistar - International,    Hino,    Dina Camiones,    PACCAR - Kenworth,    General Motors - Chevrolet,Adj Close
11/2015,14.54956653,21.07048624,26.38522427,24.76441764,6.973237844,4.673954014,0.188465888,1.319261214,0,0.075386355,35,2653,386,559,700,657,185,124,5,35,0,2,1257,312,368,282,175,67,13,3,35,2,1396,482,418,172,191,57,74,2,0,0,47.47453129,44.30699426,2.581114631,0.586422395,24.53985104,15.68358873,8.856262306,8.436777673,8.436777673,18.77407757,11.37317011,7.400907457,0.231144594,0.128413663,0.128413663,0.406643267,0.008560911,49.93751301,47.94834409,1.989168923,23.58362842,13.91376797,9.669860446,19.07415122,11.41428869,7.659862529,7.394292856,7.394292856,0.010414497,41.94280526,31.91103041,10.03177485,22.96867908,13.34543804,9.623241035,26.55469814,16.3413527,10.21334544,8.533817522,8.533817522,35.70332481,35.70332481,18.56777494,18.56777494,29.51406649,22.50639386,7.007672634,7.05882353,5.37084399,1.68797954,2.762148338,1.534526854,1.534526854,4.859335038,46.10789798,43.51000284,2.597895136,16.82943017,11.46297525,6.561107424,4.90186783,15.62529629,8.30567934,0.398217503,0.559400778,0.559400778,46.1312336,46.1312336,17.0183727,17.0183727,11.92650919,6.855643045,5.070866142,17.19685039,7.727034121,13.89830508,13.89830508,22.71186441,11.18644068,11.52542373,31.18644068,31.18644068,28.81355932,3.389830508,51.85694636,14.16781293,37.68913343,15.54332875,15.54332875,10.31636864,7.565337001,5.777166437,0.825309491,0.825309491,8.115543329,8.115543329,23362,10351,603,137,3664,2069,1971,2657,1729,54,30,95,2,19204,9208,382,2672,1857,2192,1471,1420,2,2203,703,221,294,212,360,225,188,1955,698,363,440,137,105,33,54,30,95,10547,4589,274,1775,692,517,1648,876,736,85,55,42,59,0,9525,4394,1621,653,483,1638,736,295,41,33,34,92,85,10,727,103,274,113,55,42,6,59,53.768734
10/2015,14.10939691,20.84151473,27.20897616,22.52454418,8.190743338,5.946704067,0.028050491,1.065918654,0,0.084151473,38,3565,503,743,970,803,292,212,1,38,0,3,1788,395,542,375,309,106,20,0,38,3,1777,494,595,272,201,106,108,1,0,0,41.86675544,38.7915609,2.542549207,0.532645333,26.9069119,16.78248928,10.12442262,13.15800424,13.15800424,17.35258625,11.48932629,5.863259956,0.208064583,0.116516167,0.116516167,0.370354958,0.020806458,43.75259659,41.71686747,2.035729123,26.66181969,15.17449107,11.48732862,18.36830079,12.03261321,6.335687578,11.19131699,11.19131699,0.025965933,41.57814871,33.27010622,8.308042489,19.53717754,11.15326252,8.383915023,20.97875569,15.02276176,5.95599393,17.90591806,17.90591806,38.19541842,38.19541842,25.0116877,25.0116877,25.24544179,19.26133707,5.984104722,3.740065451,2.244039271,1.49602618,2.337540907,1.309022908,1.309022908,4.160822814,42.96173045,40.82362729,2.138103161,22.80366057,10.18302829,5.673876872,4.509151414,14.61730449,8.069883527,0.324459235,0.457570716,0.457570716,43.2429941,43.2429941,22.39122419,22.39122419,10.56415929,5.807522124,4.756637168,16.12278761,7.678834808,42.01680672,42.01680672,13.02521008,7.56302521,5.462184874,25.21008403,25.21008403,18.06722689,1.680672269,50.71839081,13.79310345,36.92528736,16.09195402,16.09195402,10.05747126,7.327586207,5.603448276,2.298850575,2.298850575,7.902298851,7.902298851,24031,9322,611,128,4033,2433,3162,2761,1409,50,28,89,5,19256,8033,392,2922,2212,2317,1220,2155,5,2636,877,219,294,221,396,157,472,2139,817,535,412,128,48,32,50,28,89,12020,4907,257,2741,682,542,1757,970,833,86,51,39,55,0,10848,4691,2429,630,516,1749,833,476,200,36,26,120,86,8,696,96,257,112,51,39,16,55,50.238113
9/2015,14.38454886,18.76621505,24.96396656,26.98183915,8.071490343,5.015854713,0.115307005,1.556644566,0.028826751,0.115307005,54,3469,499,651,866,936,280,174,4,54,1,4,1542,399,458,328,188,80,31,0,54,4,1927,748,538,249,193,94,100,4,1,0,39.66212028,36.66305022,2.537972722,0.461097334,29.26611904,17.33570986,11.93040918,11.98853069,11.98853069,18.46326721,10.57036578,7.892901426,0.182114073,0.100743955,0.100743955,0.321605704,0.01549907,40.04194871,38.25436171,1.787586996,29.56430546,16.15978644,13.40451902,19.45848032,10.83039375,8.628086567,10.91619792,10.91619792,0.019067595,45.83620096,36.20096352,9.63523744,23.09015829,13.90227116,9.18788713,19.75223675,13.28286304,6.46937371,11.32140399,11.32140399,35.34303534,35.34303534,24.68814969,24.68814969,26.1954262,20.01039501,6.185031185,5.665280665,3.638253638,2.027027027,2.442827443,1.351351351,1.351351351,4.313929314,41.19196875,39.02062324,2.171345507,27.13727628,13.17343509,6.668483692,6.504951395,8.712637413,8.37648769,0.336149723,0.472426638,0.472426638,43.9763568,43.9763568,22.42880172,22.42880172,14.75550779,7.3293928,7.426114992,10.29554003,8.543793659,74.30754537,74.30754537,7.258834766,4.871060172,2.387774594,10.79274117,10.79274117,7.545367717,0.095510984,50.22900764,13.74045802,36.48854962,18.6259542,18.6259542,10.07633588,7.328244275,5.648854962,0.152671756,0.152671756,7.938931298,7.938931298,25808,9462,655,119,4474,3079,3094,2728,2037,47,26,83,4,20978,8025,375,3390,2812,2272,1810,2290,4,2906,1052,280,404,267,386,188,329,1924,680,475,385,119,70,39,47,26,83,11007,4295,239,2987,734,716,959,922,795,79,48,37,52,0,9305,4092,2087,682,691,958,795,1047,778,51,25,113,79,1,655,90,239,122,48,37,1,52,57.114742
8/2015,12.68588771,20.60698027,29.37784522,20.6676783,9.226100152,5.432473445,0.091047041,1.24430956,0.091047041,0.57663126,41,3295,418,679,968,681,304,179,3,41,3,19,1530,332,430,458,128,89,33,1,41,18,1765,553,510,271,249,90,86,2,3,1,37.50047441,34.98045467,2.068389692,0.451630043,31.05620706,18.47508444,12.58112262,12.36100042,12.36100042,18.43333713,10.88845877,7.544878364,0.178374891,0.098675472,0.098675472,0.315002467,0.056928157,39.4472476,37.60170917,1.845538434,30.15591618,16.35528888,13.8006273,19.38269922,11.36415292,8.018546298,10.94595209,10.94595209,0.068184917,33.0652791,26.49006623,6.575212867,28.24030274,15.04257332,13.19772942,20.24597919,13.7653737,6.480605487,18.44843898,18.44843898,42.57602862,42.57602862,20.52772809,20.52772809,22.54025045,17.21824687,5.322003578,7.379248658,3.488372093,3.890876565,2.1019678,1.162790698,1.162790698,3.711985689,39.02896996,36.89198856,2.136981402,29.50643777,13.23319027,7.868383405,5.364806867,8.699928469,8.145565093,0.330829757,0.464949929,0.464949929,39.04413943,39.04413943,30.21625358,30.21625358,13.45906981,8.018169251,5.440900563,9.588229486,7.692307692,36.40776699,36.40776699,22.81553398,10.9223301,11.89320388,19.90291262,19.90291262,20.38834951,0.485436893,51.00775194,13.95348837,37.05426357,13.95348837,13.95348837,10.23255814,7.441860465,5.736434109,3.565891473,3.565891473,8.062015504,8.062015504,26349,9217,545,119,4868,3315,3257,2869,1988,47,26,83,15,21999,8272,406,3598,3036,2500,1764,2408,15,2114,560,139,318,279,291,137,390,2236,952,459,385,119,78,87,47,26,83,11184,4126,239,3300,880,600,973,911,779,84,48,37,52,0,10127,3954,3060,812,551,971,779,412,150,45,49,82,84,2,645,90,239,90,48,37,23,52,57.957371
7/2015,11.44435675,20.02104709,30.51828466,20.73138648,9.102867666,6.419363325,0.078926598,1.104972376,0,0.578795054,42,3801,435,761,1160,788,346,244,3,42,0,22,1669,321,493,542,146,98,24,2,42,1,2132,642,618,322,268,146,114,1,0,21,39.37397621,36.98810626,1.912256962,0.473612991,28.50224343,16.35211167,12.15013176,13.31457873,13.31457873,18.20739264,11.23851578,6.968876861,0.167366997,0.092585998,0.092585998,0.295562994,0.046292999,40.47965116,38.9620383,1.517612859,28.04805062,14.90253078,13.14551984,18.82694939,11.35430917,7.472640219,12.58977428,12.58977428,0.055574555,34.79496549,27.40560292,7.389362566,27.93341454,14.25091352,13.68250102,22.53349574,16.88997158,5.643524158,14.73812424,14.73812424,33.90211046,33.90211046,19.35339021,19.35339021,32.82442748,26.85226762,5.972159856,6.915132466,3.771890436,3.14324203,2.110462506,1.167489897,1.167489897,3.726986978,36.23492396,33.72662122,2.508302744,30.58031813,12.66386995,7.210277923,5.453592029,11.40534872,7.760880965,0.32337004,0.454466002,0.454466002,35.74695864,35.74695864,31.04622871,31.04622871,13.30413625,7.630170316,5.673965937,12.64233577,7.260340633,45.20833333,45.20833333,13.95833333,5.416666667,8.541666667,20,20,19.58333333,1.25,54.87627365,13.10043668,41.77583697,13.3915575,13.3915575,9.6069869,6.986899563,5.38573508,2.183406114,2.183406114,7.569141194,7.569141194,28082,10387,537,133,4592,3412,3739,3156,1957,47,26,83,13,23392,9114,355,3486,3075,2656,1748,2945,13,2463,675,182,351,337,416,139,363,2227,755,431,598,133,84,70,47,26,83,11442,3859,287,3499,825,624,1305,888,746,94,48,37,52,0,10275,3673,3190,784,583,1299,746,480,217,26,41,96,94,6,687,90,287,92,48,37,15,52,57.167515
6/2015,11.62472648,20.81509847,26.96936543,21.5536105,10.36652079,7.631291028,0.136761488,0.765864333,0.027352298,0.10940919,28,3656,425,761,986,788,379,279,5,28,1,4,1543,318,516,398,172,58,49,0,28,4,2113,616,588,330,245,221,107,5,1,0,38.1461914,35.32401525,2.665017053,0.157159099,26.89092489,16.11716712,10.77375777,13.68621681,13.68621681,20.72493814,12.79676319,7.928174948,0.150471477,0.083595265,0.083595265,0.267504849,0.050157159,39.11535126,37.00228653,2.113064732,26.29109832,14.720492,11.57060632,21.3711267,12.91492549,8.456201214,13.16328944,13.16328944,0.059134274,38.05714285,28.11428571,9.942857143,22.32380952,11.39047619,10.93333333,25.86666666,18.13333333,7.733333333,13.75238095,13.75238095,41.09660574,41.09660574,20.52219321,20.52219321,25.4308094,22.97650131,2.454308094,5.117493472,3.916449086,1.201044386,2.349869452,1.305483029,1.305483029,4.177545692,39.20948617,36.73254282,2.476943347,28.73956961,9.969257795,4.628897672,5.340360123,12.92050944,7.861220905,0.307422047,0.439174352,0.439174352,39.41275002,39.41275002,28.74174796,28.74174796,10.06995763,4.54231944,5.527638191,14.41521332,7.360331067,45.99627561,45.99627561,19.18063315,10.4283054,8.752327747,14.33891993,14.33891993,18.99441341,1.489757914,55.36480687,15.02145923,40.34334764,15.45064378,15.45064378,9.012875536,6.580829757,5.007153076,1.430615165,1.430615165,7.153075823,7.153075823,29906,10564,797,47,4820,3222,4093,3827,2371,45,25,80,15,25366,9386,536,3734,2935,3276,2145,3339,15,2625,738,261,299,287,476,203,361,1915,787,393,440,47,75,23,45,25,80,11385,4182,282,3272,527,608,1471,895,747,102,46,35,50,0,10149,4000,2917,461,561,1463,747,537,247,56,47,77,102,8,699,105,282,108,46,35,10,50,53.41341
5/2015,11.48231331,23.04884896,26.75463223,21.30825379,8.815272319,7.467714767,0.084222347,0.84222347,0.056148231,0.140370578,30,3562,409,821,953,759,314,266,3,30,2,5,1660,309,607,460,156,57,35,1,30,5,1902,603,493,279,214,209,100,2,2,0,38.239159,35.79655252,2.338254619,0.104351859,28.37597588,15.96583443,12.41014145,12.08549123,12.08549123,20.74669552,13.41887609,7.327819433,0.162325114,0.088892324,0.088892324,0.286001391,0.015459535,40.19808426,38.37998698,1.818097275,28.08053567,14.62382591,13.45670976,20.53845439,13.01497257,7.523481819,11.16432623,11.16432623,0.018599461,32.7540612,24.6694371,8.084624103,26.48281072,14.50698904,11.97582168,26.6339252,17.07593502,9.557990178,14.12920287,14.12920287,34.97966299,34.97966299,20.45322487,20.45322487,22.19639745,20.62754213,1.568855317,14.29401511,12.8413713,1.452643812,2.440441604,1.336432307,1.336432307,4.299825683,44.65435356,42.60686016,2.047493404,20.87598945,12.11609499,6.585751979,5.530343008,13.31926121,7.577836412,0.34828496,0.485488127,0.485488127,46.1083625,46.1083625,20.21238084,20.21238084,11.57234222,6.262821286,5.309520936,15.12006758,6.986846869,28.54812398,28.54812398,28.87438825,15.17128874,13.70309951,25.28548124,25.28548124,15.82381729,1.468189233,44.34782608,10.60869565,33.73913043,22.26086957,22.26086957,10.26086957,7.304347826,5.739130435,2.086956522,2.086956522,8,8,25874,9262,605,27,4131,3211,3127,3472,1896,42,23,74,4,21506,8254,391,3145,2894,2799,1618,2401,4,2647,653,214,384,317,452,253,374,1721,602,352,355,27,221,25,42,23,74,9475,4037,194,1978,624,524,1262,718,579,97,42,33,46,0,8287,3821,1675,519,440,1253,579,613,175,93,84,155,97,9,575,61,194,128,42,33,12,46,60.445076
4/2015,13.85632702,19.98797716,27.5623685,21.97174632,8.626390141,6.492335437,0.240456868,1.021941689,0.030057109,0.21039976,34,3327,461,665,917,731,287,216,8,34,1,7,1547,374,460,447,128,61,34,2,34,7,1780,603,470,253,205,155,87,6,1,0,34.20359282,31.87225549,2.231536926,0.099800399,31.48902196,18.27944112,13.20958084,13.30139721,13.30139721,20.4510978,12.69061876,7.760479042,0.159680639,0.087824351,0.087824351,0.283433134,0.023952096,34.44829099,32.61494953,1.83334146,31.19606027,16.66097811,14.53508216,21.74167439,13.22346287,8.518211517,12.5847189,12.5847189,0.029255449,35.3256705,28.31417625,7.011494253,27.62452107,15.05747126,12.56704981,23.83141763,17.16475096,6.666666667,13.2183908,13.2183908,39.82392543,39.82392543,21.02537545,21.02537545,30.08803729,28.79337131,1.294665976,2.17503884,0.983946142,1.191092698,2.071465562,1.139306059,1.139306059,3.676851372,41.93677873,39.54841947,2.388359257,23.58253889,11.09884596,5.178123432,5.920722529,13.96889112,8.098344205,0.311088811,0.441545409,0.441545409,41.83685243,41.83685243,23.2491058,23.2491058,11.27264336,5.538248529,5.734394831,15.96861659,7.672781816,39.61538462,39.61538462,23.65384615,5.769230769,17.88461538,15.57692308,15.57692308,19.61538462,1.538461538,60.66838046,30.07712082,30.59125964,16.58097686,16.58097686,7.197943445,5.141388175,3.984575835,0.771208226,0.771208226,5.655526992,5.655526992,25050,7984,559,25,4579,3309,3332,3179,1944,40,22,71,6,20509,6689,376,3417,2981,2712,1747,2581,6,2610,739,183,393,328,448,174,345,1931,769,406,556,25,19,23,40,22,71,9965,3941,238,2350,516,590,1392,807,665,102,40,31,44,0,8667,3626,2015,480,497,1384,665,520,206,30,93,81,102,8,778,234,238,129,40,31,6,44,62.394051
3/2015,8.768554151,19.2413414,24.84881803,29.38427708,8.768554151,7.806487081,0.247388675,0.714678395,0.082462892,0.137438153,26,3638,319,700,904,1069,319,284,9,26,3,5,1461,242,446,450,216,56,16,4,26,5,2177,853,454,303,254,228,77,5,3,0,34.71792431,32.29389828,2.416091407,0.007934619,28.39403317,16.21042609,12.18360708,15.00833135,15.00833135,21.18939935,13.34206141,7.847337935,0.206300087,0.115051972,0.115051972,0.364992462,0.003967309,34.82160171,32.84855536,1.973046345,27.84564669,14.31064572,13.53500097,22.43067675,13.93251891,8.498157844,14.89722707,14.89722707,0.00484778,40.97222222,33.95833333,7.013888889,24.82638889,15.13888889,9.6875,23.50694444,15.97222222,7.534722222,10.69444444,10.69444444,41.10718492,41.10718492,23.67491166,23.67491166,22.85041225,22.73262662,0.11778563,2.179034158,1.707891637,0.471142521,3.062426384,1.707891637,1.707891637,5.418138987,37.83973347,36.13010696,1.709626512,25.04822023,8.828686657,4.1995441,4.629142557,14.51867438,12.27424163,0.350692618,0.499736981,0.499736981,37.78384173,37.78384173,25.18273073,25.18273073,8.761329305,4.141896501,4.619432804,16.01208459,12.26001364,36.18538324,36.18538324,17.4688057,7.843137255,9.625668449,28.16399287,28.16399287,15.86452763,2.317290553,48.11643836,14.7260274,33.39041096,11.98630137,11.98630137,12.5,9.075342466,6.849315068,1.712328767,1.712328767,9.760273973,9.760273973,25206,8140,609,2,4086,3071,3783,3363,1978,52,29,92,1,20628,6776,407,2952,2792,2874,1753,3073,1,2880,978,202,436,279,460,217,308,1698,698,402,386,2,29,8,52,29,92,11406,4121,195,2857,479,528,1656,1400,1258,89,53,40,57,0,10261,3877,2584,425,474,1643,1258,561,203,44,54,158,89,13,584,86,195,70,53,40,10,57,66.316055
2/2015,12.18922652,17.67955801,22.79005525,27.55524862,11.74033149,6.35359116,0.414364641,0.794198895,0.069060773,0.414364641,23,2896,353,512,660,798,340,184,12,23,2,12,1061,299,255,240,154,57,21,0,23,12,1835,644,420,319,257,127,54,12,2,0,39.07627001,36.82923453,2.219351267,0.027684215,29.61749642,17.40875744,12.20873898,11.74272136,11.74272136,18.81142435,12.60554607,6.205878282,0.226087759,0.124578969,0.124578969,0.396807087,0.004614036,41.16161616,39.29292929,1.868686869,28.98428732,15.12345679,13.86083053,19.17508418,12.40740741,6.767676768,10.67340067,10.67340067,0.005611672,37.24914341,30.00489476,7.244248654,25.40381791,16.78903573,8.614782183,24.27802251,18.89378365,5.384238864,13.06901615,13.06901615,40.60773481,40.60773481,20.77348066,20.77348066,20.6077348,20.27624309,0.331491713,9.060773481,7.458563536,1.602209945,2.70718232,1.491712707,1.491712707,4.751381215,41.10619469,39.42477876,1.681415929,24.98893805,8.495575222,4.35840708,4.137168142,15.01106195,8.628318584,0.420353982,0.597345133,0.597345133,40.29285534,40.29285534,25.61221914,25.61221914,8.634183287,4.430699318,4.203483969,17.07902045,8.381721787,21.6796875,21.6796875,14.84375,6.8359375,8.0078125,49.609375,49.609375,13.0859375,0.78125,44.55445544,19.47194719,25.08250825,19.6369637,19.6369637,11.22112211,8.085808581,6.270627063,1.320132013,1.320132013,8.910891089,8.910891089,21673,7982,481,6,3773,2646,2545,2732,1345,49,27,86,1,17820,7002,333,2695,2470,2211,1206,1902,1,2043,613,148,343,176,386,110,267,1810,735,376,367,6,135,29,49,27,86,9040,3564,152,2259,394,374,1357,780,664,67,49,38,54,0,7922,3192,2029,351,333,1353,664,512,111,35,41,254,67,4,606,118,152,119,49,38,8,54,65.823433
1/2015,12.65996344,19.37842779,22.96617916,26.43967093,11.35740402,5.598720293,0.228519196,0.776965265,0.045703839,0.548446069,34,4376,554,848,1005,1157,497,245,10,34,2,24,1896,481,505,401,300,112,37,2,34,24,2480,857,604,460,343,133,73,8,2,0,43.47969783,40.79792257,2.360717658,0.321057602,26.6713881,14.88196412,11.78942398,13.43248347,13.43248347,15.58545798,9.995278565,5.590179415,0.245514636,0.136921624,0.136921624,0.434372049,0.014164306,46.50895067,44.63823174,1.870718932,25.37846083,12.49640246,12.88205837,15.6622345,9.9407126,5.721521902,12.43308582,12.43308582,0.017268175,33.99153738,25.76398684,8.227550541,28.25575929,16.07898449,12.1767748,23.93041843,15.89092619,8.039492243,13.82228491,13.82228491,38.03571429,38.03571429,23.27380952,23.27380952,24.16666667,20.11904762,4.047619048,4.226190476,3.095238095,1.130952381,3.095238095,1.726190476,1.726190476,5.476190476,41.18350919,39.14935277,2.034156423,24.48602197,9.996736647,5.482432285,4.514304362,16.06657239,6.417926683,0.435113673,0.620036985,0.620036985,41.14826801,41.14826801,25.05094091,25.05094091,10.28407048,5.705381757,4.578688721,17.59558912,5.921131487,35.51020408,35.51020408,21.63265307,8.163265306,13.46938776,21.63265306,21.63265306,17.55102041,3.673469388,49.58677686,18.67768595,30.90909091,12.23140496,12.23140496,12.0661157,8.760330579,6.611570248,1.32231405,1.32231405,9.421487603,9.421487603,21180,8641,500,68,3152,2497,2845,2117,1184,52,29,92,3,17373,7755,325,2171,2238,1727,994,2160,3,2127,548,175,342,259,338,171,294,1680,639,391,338,68,52,19,52,29,92,9193,3599,187,2251,504,415,1477,590,494,43,53,40,57,0,8343,3433,2090,476,382,1468,494,245,87,20,33,53,43,9,605,113,187,74,53,40,8,57,66.441521
12/2014,14.93761553,23.74075786,24.58410351,21.55730129,9.38077634,5.23336414,0.092421442,0.392791128,0,0.080868762,34,8656,1293,2055,2128,1866,812,453,8,34,0,7,4521,1083,1501,1027,497,253,119,1,34,6,4135,1369,1101,693,554,200,210,7,0,1,36.97635254,32.96961617,3.245386289,0.761350081,28.50326293,17.21984422,11.28341871,11.23429935,11.23429935,22.50368395,11.89390218,10.60978177,0.312258789,0.112272823,0.112272823,0.354361098,0.003508526,37.78176996,35.01860644,2.763163523,27.86688909,15.50536807,12.36152102,24.61183113,12.5283374,12.08349373,9.735232474,9.735232474,0.004277343,37.32183046,26.85671418,10.46511628,28.91972993,16.69167292,12.22805701,20.29257314,14.21605401,6.07651913,13.46586647,13.46586647,34.10663411,34.10663411,23.07692308,23.07692308,28.93772894,20.10582011,8.831908832,4.843304843,3.337403337,1.505901506,3.622303622,1.302401302,1.302401302,4.110704111,34.85831039,32.88620414,1.972106245,19.81877943,12.55218975,7.213289509,5.33890024,18.82384294,12.2412721,0.159900506,0.657368748,0.657368748,34.54636092,34.54636092,19.72083749,19.72083749,12.71186441,7.357926221,5.353938185,20.97706879,12.04386839,25.96810934,25.96810934,24.14578588,9.567198178,14.5785877,27.56264237,27.56264237,18.90660592,3.416856492,42.89340101,14.72081218,28.17258883,17.63959391,17.63959391,12.69035533,11.04060914,2.284263959,4.060913706,4.060913706,9.390862944,9.390862944,28502,9397,925,217,4908,3216,3202,3390,3024,89,32,101,1,23379,8187,646,3625,2890,2929,2825,2276,1,2666,716,279,445,326,379,162,359,2457,838,567,494,217,82,37,89,32,101,11257,3702,222,2231,812,601,2119,1378,1208,83,87,18,74,0,10030,3465,1978,738,537,2104,1208,439,114,42,64,121,83,15,788,116,222,139,87,18,32,74,65.97683
11/2014,15.70996979,22.75931521,23.91742195,22.06696878,9.378147029,5.589123867,0.125881168,0.163645519,0.062940584,0.226586103,13,7944,1248,1808,1900,1753,745,444,10,13,5,18,3907,1042,1293,833,396,246,64,3,13,17,4037,1357,1067,681,515,198,206,7,5,1,34.95390951,31.58485799,2.414486922,0.954564597,32.08553648,18.01506715,14.07046933,12.23620795,12.23620795,19.760423,10.98685134,8.773571663,0.360301343,0.135697908,0.135697908,0.435169154,0.032754668,35.79552257,34.06560517,1.729917395,31.95259188,15.95235245,16.00023943,21.59703101,11.39710284,10.19992817,10.61295343,10.61295343,0.041901113,34.61057892,25.15618492,9.454394002,31.07038734,17.15951687,13.91087047,21.07455227,15.36859642,5.705955852,13.24448147,13.24448147,34.14310954,34.14310954,23.14487633,23.14487633,29.10777385,20.09717314,9.010600707,4.814487632,3.312720848,1.501766784,3.401060071,1.280918728,1.280918728,4.107773852,39.29332164,36.73725097,2.556070668,17.69201854,13.66996617,7.016664578,6.653301591,16.50169152,10.60017542,0.200476131,0.902142589,0.902142589,39.48355453,39.48355453,17.64281593,17.64281593,13.92094634,7.140796307,6.780150029,18.84016157,10.11252164,19.50464396,19.50464396,30.03095976,11.14551084,18.88544892,27.24458204,27.24458204,19.81424149,3.405572755,42.83746556,14.73829201,28.09917355,17.3553719,17.3553719,12.53443526,11.15702479,2.203856749,3.994490358,3.994490358,9.917355372,9.917355372,21371,6750,516,204,3850,3007,2615,2348,1875,77,29,93,7,16706,5691,289,2665,2673,1904,1704,1773,7,2401,604,227,412,334,369,137,318,2264,773,524,455,204,75,34,77,29,93,7981,2932,204,1412,560,531,1317,846,701,64,81,16,72,0,6932,2737,1223,495,470,1306,701,323,63,36,61,88,64,11,726,107,204,126,81,16,29,72,62.249382
