Months,Locally Manufactured & Imported,Market Share By Brand,Total Heavy (GCV >15t),    Scania,    Volvo,    Mercedes-Benz,    MAN,    Ford,    Iveco,    International,    DAF,    Agrale,    Other,Units By Brand,Total Heavy (GCV >15t),    Scania,    Volvo,    Mercedes-Benz,    MAN,    Ford,    Iveco,    International,    DAF,    Agrale,    Other,Heavy (GCV >45t),    Scania,    Volvo,    Mercedes-Benz,    MAN,    Iveco,    Ford,    International,    DAF,    Other,Semi-Heavy (GCV >15t - <45t),    MAN,    Mercedes-Benz,    Ford,    Volvo,    Iveco,    Scania,    Daimler,        Freightliner,        Western Star,        Mercedes-Benz,    PACCAR,        Kenworth,        Peterbilt,    Navistar,        International,    Volvo,        Volvo Truck,        Mack,    Dina Camiones,    MAN,        MAN,    Scania,    Other,    Daimler,        Freightliner,        Western Star,    PACCAR,        Kenworth,        Peterbilt,    Volvo,        Volvo Truck,        Mack,    Navistar,        International,    Other,    Daimler,        Freightliner,        Western Star,    PACCAR,        Kenworth,        Peterbilt,    Volvo,        Volvo Truck,        Mack,    Navistar,        International,    PACCAR,        Kenworth,    Navistar,        International,    Daimler,        Freightliner,        Mercedes-Benz,    Volvo,        Volvo Truck,        Mack,    Dina Camiones,    MAN,        MAN,    Scania,    Daimler,        Freightliner,        Mercedes-Benz,    Navistar,    PACCAR,        Kenworth,        Peterbilt,    Ford,    Hino,    Dina Camiones,    MAN,        Volkswagen Truck & Bus,    Daimler,        Freightliner,    Navistar,        International,    PACCAR,        Kenworth,        Peterbilt,    Ford,    Hino,    Navistar,        International,    PACCAR,        Kenworth,        Peterbilt,    Daimler,        Freightliner,    Hino,    Ford,    Daimler,        Freightliner,        Mercedes-Benz,    Navistar,        International,    Isuzu,    Hino,    Dina Camiones,    PACCAR,        Kenworth,    MAN,        Volkswagen Truck & Bus,Total North America (Class 8),    Daimler - Freightliner,    Daimler - Western Star,    Daimler - Mercedes-Benz,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Navistar - International,    Volvo - Volvo Truck,    Volvo - Mack,    Dina Camiones,    MAN - MAN,    Scania,    Other,United States (Class 8),    Daimler - Freightliner,    Daimler - Western Star,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Volvo - Volvo Truck,    Volvo - Mack,    Navistar - International,    Other,Canada (Class 8),    Daimler - Freightliner,    Daimler - Western Star,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Volvo - Volvo Truck,    Volvo - Mack,    Navistar - International,Mexico (Class 8),    PACCAR - Kenworth,    Navistar - International,    Daimler - Freightliner,    Daimler - Mercedes-Benz,    Volvo - Volvo Truck,    Volvo - Mack,    Dina Camiones,    MAN - MAN,    Scania,Total North America (Class 6-7),    Daimler - Freightliner,    Daimler - Mercedes-Benz,    Navistar,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Ford,    Hino,        US,        Canada,        Mexico,    Dina Camiones,    MAN - Volkswagen Truck & Bus,    Other,United States (Class 6-7),    Daimler - Freightliner,    Navistar - International,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Ford,    Hino,Canada (Class 6-7),    Navistar - International,    PACCAR - Kenworth,    PACCAR - Peterbilt,    Daimler - Freightliner,    Hino,    Ford,Mexico (Class 6-7),    Daimler - Freightliner,    Daimler - Mercedes-Benz,    Navistar - International,    Hino,    Dina Camiones,    PACCAR - Kenworth,    General Motors - Chevrolet,Adj Close
12/2016,11.93693694,22.14714715,27.36486486,21.05855856,7.282282282,5.33033033,0.337837838,3.453453453,0,1.088588589,92,2664,318,590,729,561,194,142,9,92,0,29,1354,254,520,269,116,49,23,2,92,29,1310,445,460,171,70,93,64,7,0,0,32.55223949,28.68674754,3.265833295,0.599658656,33.50246782,22.7778034,10.72466442,9.654504359,9.654504359,22.51948891,12.77272937,9.746759537,0.396697265,0.313667605,0.313667605,1.024032474,0.036902071,31.32638044,27.99283383,3.333546612,33.26508414,19.70055666,13.56452748,27.23782711,15.06174419,12.17608292,8.119521403,8.119521403,0.051186896,38.93249607,29.14704343,9.785452643,25.53636839,14.80900052,10.72736787,26.68759811,17.73940345,8.948194662,8.843537415,8.843537415,38.07683015,38.07683015,15.82507852,15.82507852,34.23532254,31.09446726,3.140855279,2.778448901,1.836192317,0.942256584,2.077796569,1.642908915,1.642908915,5.3636144,32.70596287,29.00162546,3.704337411,18.16237488,13.75652323,7.288904098,6.467619129,26.16990333,8.07596886,0.119770725,0.650183934,0.650183934,30.66232148,30.66232148,18.18268954,18.18268954,14.85670469,7.811751174,7.044953513,29.22457587,7.073708425,31.83391003,31.83391003,17.30103807,10.03460208,7.266435986,17.64705882,17.64705882,29.75778547,3.460207612,59.25542916,14.47776629,44.77766287,13.85729059,13.85729059,4.343329886,12.40951396,1.447776629,0.827300931,0.827300931,7.859358842,7.859358842,21679,6219,708,130,4938,2325,2093,2769,2113,86,68,222,8,15629,4375,521,3079,2120,2354,1903,1269,8,1911,557,187,283,205,339,171,169,4139,1576,655,1287,130,76,39,86,68,222,11689,3390,433,2123,852,756,3059,944,738,86,120,14,76,0,10433,3199,1897,815,735,3049,738,289,92,29,21,51,86,10,967,140,433,134,120,14,8,76,60.179649
11/2016,15.19963702,17.96733212,32.07803993,20.87114338,8.484573503,2.404718693,0.362976407,2.132486388,0,0.499092559,47,2204,335,396,707,460,187,53,8,47,0,11,1139,278,324,318,100,24,35,2,47,11,1065,360,389,152,72,29,57,6,0,0,41.21088649,37.56464504,3.139528809,0.506712636,29.53037664,17.69837539,11.83200125,12.24468474,12.24468474,15.49913807,9.126051298,6.373086768,0.334325863,0.266415922,0.266415922,0.861933866,0.052238416,42.60919458,39.71885534,2.890339238,28.88187621,14.09309331,14.7887829,18.26723087,10.40665567,7.860575199,10.16997777,10.16997777,0.071720577,46.91943128,36.492891,10.42654028,24.3812533,13.69141654,10.68983676,19.06266456,12.79620853,6.266456029,9.636650869,9.636650869,35.23174796,35.23174796,22.50833081,22.50833081,32.02059981,29.08209633,2.938503484,1.75704332,1.605574068,0.151469252,1.938806422,1.544986368,1.544986368,4.998485307,40.27286509,36.62455786,3.648307226,15.93734209,11.04598282,6.154623547,4.891359272,22.19302678,9.489641233,0.12127337,0.576048509,0.576048509,39.19120174,39.19120174,16.04994845,16.04994845,11.39878566,6.312292359,5.086493298,24.90548746,8.454576698,24.3718593,24.3718593,21.35678392,11.30653266,10.05025126,21.35678392,21.35678392,27.38693467,5.527638191,62.36979166,15.36458333,47.00520833,10.28645833,10.28645833,4.6875,11.97916667,1.5625,1.692708333,1.692708333,7.421875,7.421875,19143,7191,601,97,3388,2265,2344,1747,1220,64,51,165,10,13943,5538,403,1965,2062,1451,1096,1418,10,1899,693,198,260,203,243,119,183,3301,1163,743,960,97,53,5,64,51,165,9895,3624,361,1577,609,484,2196,939,738,109,92,12,57,0,8729,3421,1401,551,444,2174,738,398,97,45,40,85,109,22,768,118,361,79,92,12,13,57,58.531269
10/2016,17.16341213,15.36485098,28.52004111,22.76464543,8.067831449,4.624871531,0.71942446,2.158273381,0,0.616649538,42,1946,334,299,555,443,157,90,14,42,0,12,853,264,207,206,79,25,12,7,42,11,1093,364,349,145,92,65,70,7,0,1,34.38126728,31.35129275,2.542143206,0.487831319,30.24012141,17.72995826,12.51016315,17.81668383,17.81668383,16.13637596,9.247113665,6.889262291,0.319800531,0.254756355,0.254756355,0.83473359,0.016261044,34.46908503,32.09722426,2.371860773,30.67263915,15.47951241,15.19312674,18.76927596,10.3833162,8.385959759,16.06697019,16.06697019,0.022029667,33.90601314,26.52854977,7.377463365,27.03385548,14.95704901,12.07680647,18.39312784,12.37998989,6.013137948,20.66700354,20.66700354,30.3997195,30.3997195,24.19354839,24.19354839,34.2917251,31.13604488,3.155680224,1.998597475,1.647966339,0.350631136,2.068723703,1.647966339,1.647966339,5.399719495,40.6071929,37.87015413,2.737038767,22.01774872,12.00373657,6.716487623,5.287248949,17.19757123,7.417094816,0.093414292,0.48575432,0.48575432,40.70153591,40.70153591,21.06683271,21.06683271,12.78538813,7.04649232,5.738895807,19.00166044,6.444582814,46.45669291,46.45669291,12.5984252,9.186351706,3.412073491,13.38582677,13.38582677,24.9343832,2.624671916,54.36046511,11.77325581,42.5872093,21.80232558,21.80232558,2.761627907,11.3372093,1.453488372,0.726744186,0.726744186,7.558139535,7.558139535,18449,5784,469,90,3271,2308,3287,1706,1271,59,47,154,3,13618,4371,323,2108,2069,1414,1142,2188,3,1979,525,146,296,239,245,119,409,2852,867,690,888,90,47,10,59,47,154,10705,4054,293,2357,719,566,1841,794,621,95,78,10,52,0,9636,3922,2030,679,553,1831,621,381,177,35,13,51,95,10,688,81,293,150,78,10,5,52,58.955597
9/2016,15.40997116,17.92336218,30.03708282,20.35434693,9.476720231,3.461063041,0.247218789,2.307375361,0,0.782859497,56,2427,374,435,729,494,230,84,6,56,0,19,1125,308,330,254,114,26,13,5,56,19,1302,380,475,217,105,58,66,1,0,0,36.85380768,33.57926121,2.845014907,0.429531558,32.1188539,20.33452928,11.78432462,12.56758805,12.56758805,17.09030269,9.348628026,7.741674668,0.282985497,0.22739906,0.22739906,0.737783617,0.121279499,36.50454303,34.2797969,2.224746125,33.02378407,18.64644575,14.37733832,19.56841261,10.40219134,9.166221272,10.74291823,10.74291823,0.160342063,42.32580038,31.49717514,10.82862524,23.6346516,15.16007533,8.474576271,18.59698682,12.33521657,6.261770245,15.44256121,15.44256121,33.77827215,33.77827215,20.43010753,20.43010753,34.48275862,31.33110864,3.151649981,2.150537634,1.149425287,1.001112347,2.076381164,1.668520578,1.668520578,5.413422321,35.81195139,33.12795409,2.683997299,31.98008103,9.824442944,5.114787306,4.709655638,14.34841323,7.258609048,0.084402431,0.422012154,0.422012154,36.51149201,36.51149201,30.01558239,30.01558239,10.7615894,5.502532139,5.259057265,16.37125049,6.340085703,65.46854942,65.46854942,6.546854942,4.236200257,2.310654685,9.242618742,9.242618742,16.3029525,2.43902439,52.68414482,12.98377029,39.70037453,24.59425718,24.59425718,3.995006242,10.2372035,1.248439451,0.998751561,0.998751561,6.242197253,6.242197253,19789,6645,563,85,4024,2332,2487,1850,1532,56,45,146,24,14968,5131,333,2791,2152,1557,1372,1608,24,2124,669,230,322,180,262,133,328,2697,911,551,845,85,31,27,56,45,146,11848,3925,318,3789,606,558,1700,860,651,127,82,10,50,0,10268,3749,3082,565,540,1681,651,779,510,33,18,72,127,19,801,104,318,197,82,10,8,50,59.907238
8/2016,14.95401839,20.59176329,28.82846861,19.19232307,8.036785286,4.278288685,0.079968013,2.678928429,0,1.359456218,67,2501,374,515,721,480,201,107,2,67,0,34,1299,302,387,337,109,44,18,1,67,34,1202,371,384,183,128,63,72,1,0,0,39.17021381,36.06340819,2.764323108,0.342482509,30.09442732,17.87758697,12.21684035,12.97519448,12.97519448,16.6886834,9.790107148,6.898576251,0.225059934,0.176133862,0.176133862,0.582220265,0.088066931,40.0504243,37.67679252,2.37363178,29.36908129,15.4716517,13.89742959,18.37412373,10.4292215,7.944902226,12.09568319,12.09568319,0.110687492,40.66298342,30.77348066,9.889502762,28.95027624,15.85635359,13.09392265,18.95027625,12.48618785,6.464088398,11.43646409,11.43646409,35.95268272,35.95268272,20.19433883,20.19433883,31.98141107,29.02408112,2.957329954,3.379805661,3.33755809,0.042247571,1.943388255,1.520912548,1.520912548,5.027460921,40.95084609,37.58259468,3.36825141,28.92022562,9.653505238,5.511684126,4.141821112,13.32796132,6.406124093,0.112812248,0.322320709,0.322320709,40.45372051,40.45372051,28.77495463,28.77495463,10.0907441,5.789473684,4.301270417,14.96370236,5.716878403,51.96078431,51.96078431,14.31372549,6.470588235,7.843137255,14.70588235,14.70588235,18.03921569,0.980392157,62.38636364,14.88636364,47.5,17.38636364,17.38636364,4.318181818,8.295454545,1.590909091,1.477272727,1.477272727,4.545454545,4.545454545,20439,7371,565,70,3654,2497,2652,2001,1410,46,36,119,18,16262,6127,386,2516,2260,1696,1292,1967,18,1810,557,179,287,237,226,117,207,2367,851,478,687,70,79,1,46,36,119,12410,4664,418,3589,684,514,1654,795,630,92,73,14,40,0,11020,4458,3171,638,474,1649,630,510,265,33,40,75,92,5,880,131,418,153,73,14,13,40,54.483807
7/2016,15.39553033,16.88542036,24.90244768,26.17949628,7.201135154,4.079460802,0.212841433,3.263568641,0,1.880099326,92,2819,434,476,702,738,203,115,6,92,0,53,1538,372,340,329,267,52,29,4,92,53,1281,471,373,174,136,63,62,2,0,0,37.92751404,34.41665249,3.176223697,0.334637854,31.88134536,18.06477228,13.81657308,10.65169304,10.65169304,18.50150303,9.812262492,8.689240542,0.221201293,0.175826669,0.175826669,0.578526459,0.062390108,37.60738374,34.87397941,2.733404331,32.43876464,16.56372027,15.87504437,20.81647143,11.08981186,9.726659567,9.059282925,9.059282925,0.078097267,44.51073986,34.06921241,10.44152745,27.86396181,15.93078759,11.93317422,17.00477327,8.054892601,8.949880668,10.62052506,10.62052506,31.28342246,31.28342246,22.67379679,22.67379679,34.43850267,31.28342246,3.155080214,2.406417112,1.764705882,0.64171123,2.085561497,1.657754011,1.657754011,5.454545455,40.21423384,36.88271605,3.331517792,26.27995643,9.731299927,4.956427015,4.774872912,16.00399419,7.071532317,0.108932462,0.308641975,0.308641975,39.74057808,39.74057808,26.07496681,26.07496681,10.3564498,5.116944132,5.239505668,17.93483812,5.893167194,38.92944039,38.92944039,10.2189781,7.055961071,3.163017032,14.84184915,14.84184915,34.30656934,1.703163017,58.72235873,13.63636364,45.08599509,22.35872236,22.35872236,3.808353808,7.493857494,1.474201474,1.965601966,1.965601966,4.176904177,4.176904177,17631,6068,560,59,3185,2436,1878,1730,1532,39,31,102,11,14085,4912,385,2333,2236,1562,1370,1276,11,1676,571,175,267,200,135,150,178,1870,585,424,585,59,33,12,39,31,102,11016,4063,367,2895,546,526,1763,779,577,141,61,12,34,0,9791,3891,2553,501,513,1756,577,411,160,29,13,61,141,7,814,111,367,182,61,12,16,34,48.385471
6/2016,18.05907173,17.42616034,25.52742616,23.92405063,7.932489451,4.725738397,0.126582279,1.603375527,0,0.675105485,38,2370,428,413,605,567,188,112,3,38,0,16,1146,364,295,244,123,42,21,3,38,16,1224,444,361,167,118,70,64,0,0,0,38.89650294,35.36849551,3.227375216,0.300632212,28.33016491,16.91056192,11.41960299,10.02696848,10.02696848,21.75162474,11.85286706,9.898757682,0.194526725,0.154737168,0.154737168,0.512843185,0.132631858,39.10864117,36.64051433,2.468126839,27.64519996,14.93407432,12.71112564,24.62678435,13.43031492,11.19646943,8.455922415,8.455922415,0.163452109,43.84920635,30.10912698,13.74007937,26.24007936,13.83928571,12.40079365,17.50992064,8.978174603,8.531746032,12.40079365,12.40079365,35.79368608,35.79368608,20.72032014,20.72032014,32.72565585,29.70208982,3.023566029,2.089817697,1.556247221,0.533570476,1.956425078,1.556247221,1.556247221,5.157847932,41.15127634,37.26229227,3.888984067,23.76220661,11.06732911,5.987664896,5.079664211,15.41887956,7.915024842,0.128490663,0.334075724,0.334075724,40.0965717,40.0965717,23.83389667,23.83389667,11.54997586,6.248189281,5.301786577,17.19942057,7.3201352,34.33179724,34.33179724,20.04608295,9.907834101,10.13824885,17.74193548,17.74193548,23.50230415,4.377880184,64.97175141,13.67231638,51.29943503,17.74011299,17.74011299,2.937853107,7.231638418,1.694915254,1.016949153,1.016949153,4.406779661,4.406779661,22619,8000,730,68,3825,2583,2268,2681,2239,44,35,116,30,18354,6725,453,2741,2333,2465,2055,1552,30,2016,607,277,279,250,181,172,250,2249,805,466,668,68,35,12,44,35,116,11674,4350,454,2774,699,593,1800,924,758,102,64,15,39,0,10355,4152,2468,647,549,1781,758,434,149,43,44,77,102,19,885,121,454,157,64,15,9,39,48.830658
5/2016,16.39624253,18.06148591,29.16310845,21.39197267,7.984628523,4.739538856,0.128095645,2.049530316,0,0.085397096,48,2342,384,423,683,501,187,111,3,48,0,2,1228,319,315,333,143,40,26,2,48,2,1114,358,350,161,108,71,65,1,0,0,43.05199561,39.35371659,3.336689857,0.361589162,27.35261809,15.64902966,11.70358843,11.41980959,11.41980959,17.09538631,9.932259246,7.16312706,0.238008056,0.187660198,0.187660198,0.613328451,0.041193702,43.17814233,40.50369686,2.674445471,28.50046211,14.94339187,13.55707024,18.20124769,10.2530037,7.948243993,10.06816081,10.06816081,0.051987061,45.85824082,34.50042699,11.35781383,21.00768574,12.04099061,8.966695132,21.64816396,14.43210931,7.216054654,11.48590948,11.48590948,25.06836828,25.06836828,22.01458523,22.01458523,39.06107566,35.4603464,3.600729262,3.509571559,2.597994531,0.911577028,2.370100273,1.868732908,1.868732908,6.107566089,39.42836204,36.74422866,2.684133382,23.06705753,10.47086845,6.027849029,4.443019421,17.78123855,8.455478197,0.091608648,0.42139978,0.42139978,39.00050994,39.00050994,23.45741968,23.45741968,10.88220296,6.353901071,4.528301887,19.53085161,7.129015808,25.78475336,25.78475336,15.24663677,6.053811659,9.192825112,19.95515695,19.95515695,33.1838565,5.829596413,58.79699249,14.73684211,44.06015038,15.4887218,15.4887218,4.661654135,11.42857143,1.503759398,1.203007519,1.203007519,6.917293233,6.917293233,21848,8598,729,79,3419,2557,2495,2170,1565,52,41,134,9,17312,7012,463,2587,2347,1775,1376,1743,9,2342,808,266,282,210,338,169,269,2194,550,483,778,79,57,20,52,41,134,10916,4011,293,2518,658,485,1941,923,699,148,76,10,46,0,9805,3824,2300,623,444,1915,699,446,115,27,41,89,148,26,665,98,293,103,76,10,8,46,48.190716
4/2016,11.2745098,19.03594771,30.47385621,23.3251634,7.39379085,5.637254902,0.408496732,2.410130719,0,0.040849673,59,2448,276,466,746,571,181,138,10,59,0,1,1297,224,362,404,158,62,26,1,59,1,1151,413,342,155,104,76,52,9,0,0,40.64025266,36.97483013,3.301751364,0.363671165,28.4524835,16.43697962,12.01550388,12.98210355,12.98210355,16.83414681,10.29285099,6.541295818,0.239257345,0.191405876,0.191405876,0.626854244,0.033496028,41.12908074,38.22521493,2.903865809,29.27914387,15.25882282,14.02032105,18.16870077,10.9902002,7.178500571,11.3809896,11.3809896,0.042085012,42.0460358,31.45780051,10.58823529,21.73913043,12.5831202,9.15601023,21.58567775,13.35038363,8.235294118,14.62915601,14.62915601,28.18181818,28.18181818,23.11688312,23.11688312,35.93073593,32.64069264,3.29004329,3.203463204,2.683982684,0.51948052,2.164502165,1.731601732,1.731601732,5.670995671,36.54050229,34.13512557,2.405376724,23.13406438,10.39087372,5.571276972,4.819596746,22.97488504,6.199151044,0.079589671,0.389105058,0.389105058,36.35556433,36.35556433,22.49408051,22.49408051,10.68468824,5.712312549,4.972375691,25.47355959,4.99210734,41.66666667,41.66666667,16.86046512,8.914728682,7.945736434,15.11627907,15.11627907,23.25581395,3.100775194,56.25,14.78658537,41.46341463,18.44512195,18.44512195,5.030487805,11.43292683,1.37195122,0.762195122,0.762195122,6.707317073,6.707317073,20898,7727,690,76,3435,2511,2713,2151,1367,50,40,131,7,16633,6358,483,2538,2332,1828,1194,1893,7,1955,615,207,246,179,261,161,286,2310,651,534,754,76,62,12,50,40,131,11308,3860,272,2616,630,545,2598,701,506,120,75,9,44,0,10136,3685,2280,579,504,2582,506,516,215,46,41,78,120,16,656,97,272,121,75,9,5,44,44.165073
3/2016,14.06919275,17.69357496,33.57495881,21.61449753,6.65568369,4.382207578,0.230642504,1.614497529,0.032948929,0.131795717,49,3035,427,537,1019,656,202,133,7,49,1,4,1650,381,369,629,125,61,30,2,49,4,1385,531,390,172,168,72,46,5,1,0,44.35871909,41.40534262,2.671312427,0.282064045,26.60942426,16.2228306,10.38659366,12.20756595,12.20756595,15.99469056,7.238261158,8.756429401,0.18666003,0.145180023,0.145180023,0.481168077,0.016592003,45.10831586,42.73734651,2.370969352,26.22042528,14.60517121,11.61525407,16.90126785,7.327543177,9.573724668,11.75002496,11.75002496,0.019966058,48.09399477,39.2689295,8.825065274,22.29765013,13.05483029,9.242819843,18.32898172,9.347258486,8.981723238,11.27937337,11.27937337,34.04353868,34.04353868,17.27651691,17.27651691,34.08985642,30.94025012,3.149606299,5.511811024,4.53913849,0.972672534,2.084298286,1.621120889,1.621120889,5.372857805,36.53479686,33.72970501,2.805091852,20.81713545,9.329979419,4.939400869,4.39057855,21.38882537,11.37281805,0.099092919,0.297278756,0.297278756,35.59265162,35.59265162,20.28353326,20.28353326,9.55456757,5.075077594,4.479489976,23.4124654,11.15678215,38.35616438,38.35616438,15.98173516,6.392694064,9.589041096,19.17808219,19.17808219,23.05936073,3.424657534,61.31578947,12.89473684,48.42105263,19.07894737,19.07894737,2.763157895,8.026315789,1.710526316,1.973684211,1.973684211,5.131578947,5.131578947,24108,9982,644,68,3911,2504,2943,1745,2111,45,35,116,4,20034,8562,475,2926,2327,1468,1918,2354,4,1915,752,169,250,177,179,172,216,2159,735,373,668,68,98,21,45,35,116,13119,4425,368,2731,648,576,2806,1492,1330,101,61,13,39,0,11921,4243,2418,605,534,2791,1330,438,168,28,42,84,101,15,760,98,368,145,61,13,15,39,47.098232
2/2016,10.10498688,21.82852143,30.35870516,22.04724409,8.880139983,5.118110236,0.087489064,1.399825022,0.043744532,0.131233596,32,2286,231,499,694,504,203,117,2,32,1,3,1176,199,382,355,134,51,20,0,32,3,1110,370,339,183,117,66,32,2,1,0,42.43840488,39.40563881,2.768605537,0.264160528,27.91973584,16.2001524,11.71958344,10.61722123,10.61722123,18.26263652,11.17602235,7.086614173,0.172720345,0.137160274,0.137160274,0.452120904,0,43.19727891,40.86041824,2.33686067,27.56991686,13.90778534,13.66213152,19.79087931,11.89216427,7.898715042,9.441924918,9.441924918,0,50.16146394,40.79655544,9.364908504,17.38428418,9.956942949,7.427341227,22.55113024,15.17761033,7.373519914,9.903121636,9.903121636,40.79958995,40.79958995,20.86109687,20.86109687,28.90825218,26.24295233,2.665299846,1.742696053,1.537672988,0.205023065,1.742696053,1.383905689,1.383905689,4.561763198,42.03741832,39.7099633,2.327455017,24.73368544,8.665294065,4.090949781,4.574344284,16.06839137,7.904395309,0.071614001,0.268552502,0.268552502,42.1673607,42.1673607,24.49930597,24.49930597,8.645647432,4.06504065,4.580606782,17.65814,7.029545905,34.57556936,34.57556936,17.80538303,7.660455487,10.14492754,19.66873706,19.66873706,25.05175983,2.898550725,57.80730897,14.6179402,43.18936877,20.7641196,20.7641196,4.651162791,8.803986711,1.328903654,1.661129568,1.661129568,4.983388704,4.983388704,19685,7757,545,52,3189,2307,2090,2200,1395,34,27,89,0,15876,6487,371,2208,2169,1888,1254,1499,0,1858,758,174,185,138,282,137,184,1951,796,407,512,52,30,4,34,27,89,11171,4436,260,2763,457,511,1795,883,709,121,53,8,30,0,10086,4253,2471,410,462,1781,709,483,167,37,49,95,121,14,602,88,260,125,53,8,10,30,49.430588
1/2016,12.58581236,21.54843631,27.23112128,22.95957285,8.23798627,5.30129672,0.114416476,1.945080092,0.076277651,0,51,2622,330,565,714,602,216,139,3,51,2,0,1397,277,412,308,239,62,48,0,51,0,1225,363,406,168,153,77,53,3,2,0,45.34673885,42.28409384,2.675947409,0.386697603,22.8564063,11.12657902,11.72982728,17.05078629,17.05078629,13.61691158,6.800721836,6.81618974,0.252642434,0.201082753,0.201082753,0.65480794,0.020623872,45.57025519,43.35695028,2.213304909,23.86356511,10.54611574,13.31744937,14.20778732,6.802934353,7.404852969,16.33331243,16.33331243,0.025079942,46.00515464,35.30927835,10.69587629,18.75,9.020618557,9.729381443,21.90721649,13.7242268,8.182989691,13.33762887,13.33762887,17.74023231,17.74023231,26.13516367,26.13516367,42.9250264,38.96515312,3.959873284,1.847940866,1.10876452,0.739176346,2.587117212,2.059134108,2.059134108,6.705385428,42.83246977,40.92248298,1.909986793,21.4568729,9.174032307,4.317789292,4.856243015,18.39886214,7.396119069,0.060957025,0.447018186,0.447018186,43.00932091,43.00932091,21.51575677,21.51575677,9.365290724,4.316466933,5.048823791,19.98446516,6.125166445,27.47875354,27.47875354,15.58073654,9.065155807,6.515580737,23.79603399,23.79603399,30.31161473,2.83286119,53.55648535,14.22594142,39.33054393,15.89958159,15.89958159,4.811715481,14.43514644,1.255230126,0.836820084,0.836820084,9.205020921,9.205020921,19395,8201,519,75,2158,2275,3307,1319,1322,49,39,127,4,15949,6915,353,1682,2124,1085,1181,2605,4,1552,548,166,140,151,213,127,207,1894,336,495,738,75,21,14,49,39,127,9843,4028,188,2112,425,478,1811,728,552,107,69,6,44,0,9012,3876,1939,389,455,1801,552,353,97,32,23,84,107,10,478,68,188,76,69,6,4,44,52.746399
12/2015,13.72956909,19.28677563,25.58692422,23.74442793,6.924219911,8.766716196,0.118870728,1.723625557,0.059435364,0.059435364,58,3365,462,649,861,799,233,295,4,58,2,2,1709,409,438,350,307,111,35,0,58,1,1656,492,511,198,211,184,53,4,2,1,35.30484729,31.48989017,3.151317577,0.663639539,27.35281561,17.16536655,10.18744906,10.56389956,10.56389956,25.90522762,15.83032561,10.07490201,0.260022509,0.14359452,0.14359452,0.457950091,0.011642799,35.72907139,32.95624127,2.772830116,26.1782121,14.5332884,11.6449237,27.6512781,16.33851634,11.31276176,10.42699658,10.42699658,0.014441824,41.03996562,30.89815213,10.14181349,20.92823377,12.07563386,8.852599914,29.48001719,20.41254835,9.067468844,8.551783412,8.551783412,42.1072366,42.1072366,13.38582677,13.38582677,26.99662542,20.58492688,6.411698538,9.186351706,7.874015748,1.312335958,2.512185977,1.387326584,1.387326584,4.424446944,33.61786515,30.66908088,2.948784273,18.56354544,13.51957234,7.363338507,6.156233833,21.53819624,10.86394206,0.448353164,0.638041042,0.638041042,32.43663203,32.43663203,18.75303486,18.75303486,14.26629115,7.769253181,6.497037972,24.10410799,10.43993396,20.46632124,20.46632124,22.53886011,10.88082902,11.65803109,22.79792746,22.79792746,30.05181347,4.14507772,51.47540984,14.09836066,37.37704918,15.6284153,15.6284153,10.27322404,7.540983607,5.683060109,1.31147541,1.31147541,8.087431694,8.087431694,25767,8114,812,171,4423,2625,2722,4079,2596,67,37,118,3,20773,6846,576,3019,2419,3394,2350,2166,3,2327,719,236,281,206,475,211,199,2667,1123,357,549,171,210,35,67,37,118,11598,3557,342,2153,854,714,2498,1260,1075,116,69,52,74,0,10297,3340,1931,800,669,2482,1075,386,79,42,45,88,116,16,915,129,342,143,69,52,12,74,56.816425
